ordine;part_number;descrizione;lotto;TAG_Stampo;codice_pressa;data_fine
479860;3354;COPERCHIO RACCOGLICONDENSA 22M;21A0207FA;TAG 113;SE013;17/02/2021 00:18
479861;4551;ANELLO PORTA ELASTICO MASCH. 3;21A0208FA;TAG 82;SE002;26/01/2021 21:29
479862;4553;ANELLO PORTA ELASTICO MASCH. 5;21A0209FA;TAG 82;SE002;27/01/2021 21:29
479865;4550;ANELLO PORTA ELASTICO MASCH.2;21A0212FA;TAG 82;SE002;27/01/2021 21:23
479872;3799;INSERT GUEDEL CANNULA SIZE 9 CM;21A0214FA;TAG 63;SE002;01/02/2021 22:39
479875;3798;INSERT GUEDEL CANNULA SIZE 8 CM;21A0217FA;TAG 63;SE002;11/02/2021 21:45
479878;4150;BOCCOLA GUIDA STELO X VALVOLA;21A0220FA;TAG 220;SE018;28/01/2021 21:22
479879;4151;STELO X VALV. TENUTA NEBULIZZ.;21A0221FA;TAG 220;SE018;02/02/2021 21:14
479901;PT00015828;TAPPO INFERIORE DIGITVENT PP;21A0223FA;TAG 186;SE028;03/02/2021 22:25
479903;PT00015829;COPERCHIO SUPERIORE DIGITVENT PP;21A0224FA;TAG 186;SE028;03/02/2021 22:25
479904;3068;CORPO COBB GIREVOLE;21A0225FA;TAG 229;SE601;10/02/2021 18:13
479910;PT00108834;GUEDEL CANNULA SIZE 8 CM;21A0226FA;TAG 143;SE010;01/03/2021 22:40
479917;4800;COPERCHIO 22F/15M CON CONO;21A0228FA;TAG 153;SE024;10/02/2021 17:50
479929;4301;APL GEOM.VALVE 15M SENZA SCAR.;21A0231FA;TAG 91;SE006;03/02/2021 21:43
479930;4302;APL GEOMETRIC VALVE CON SCAR.;21A0232FA;TAG 91;SE006;04/02/2021 21:34
479931;4544;CORPO MASCH.AN.LARGE ADULT;21A0233FA;TAG 75;SE008;03/02/2021 21:58
479932;4936;FONDO FILTRO HYGROLIFE II;21A0234FA;TAG 179;SE016;10/02/2021 17:46
479933;4810;COPERCHIO FILTRO HYGROLIFE II;21A0235FA;TAG 177;SE016;10/03/2021 21:39
479934;4834;RACC.DRITTO 22M/15F-22M X URM;21A0236FA;TAG 175;SE025;28/01/2021 21:39
479936;10084085;FONDO FILTRO HYGROBAC'S PP;21A0237FA;TAG 209;SE602;01/03/2021 09:50
479945;4465;RACCORDO 22M-15F X TY-CARE;21A0238FA;TAG 173;SE015;10/02/2021 16:18
480000;PT00083152;CORPO A T 22M-22M-22M/15F EXHAL.VALVE STANDARD;21A0240FA;TAG 152;SE013;17/03/2021 21:10
480033;3066;TAPPO ADATT.D.7.5 SOMMINISTR.;21A0241FA;TAG 73;SE028;10/02/2021 16:23
480105;3030;CORPO NEBULIZZATORE AD UOVO;21A0256FA;TAG 214;SE011;27/01/2021 21:21
480153;3350;OCCLUSORE PER RACCOGLICOND.;21A0259FA;TAG 18;SE603;02/02/2021 21:18
480154;3067;TAPPO CHIUSURA CATET.ESTENSIB.;21A0260FA;TAG 89;SE603;04/02/2021 21:34
480155;4842;VALV.DIGITVENT 14CH TY-CARE AD;21A0261FA;TAG 187;SE014;10/02/2021 16:43
480156;10004105;FONDO BARRIERBAC'S 22M/15F PP;21A0262FA;TAG 121;SE605;10/02/2021 18:01
480158;3391;C. HYGROSTER,STERIVENT 22F/15M;21A0263FA;TAG 130;SE027;10/02/2021 17:54
480159;3391;C. HYGROSTER,STERIVENT 22F/15M;21A0264FA;TAG 130;SE027;17/02/2021 00:22
480160;3391;C. HYGROSTER,STERIVENT 22F/15M;21A0265FA;TAG 130;SE027;22/02/2021 21:55
480181;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21A0266FA;TAG 218;ST312;25/02/2021 07:07
480183;10004105;FONDO BARRIERBAC'S 22M/15F PP;21A0268FA;TAG 60;SE007;15/02/2021 21:55
480184;10004105;FONDO BARRIERBAC'S 22M/15F PP;21A0269FA;TAG 121;SE605;22/02/2021 21:33
480185;10119239;CORPO CENTRALE TRACHEOLIFE III;21A0270FA;TAG 230;SE015;17/02/2021 21:34
480186;10124373;VASCHETTA PP RC ADT;21A0271FA;TAG 19;SE011;10/02/2021 18:03
480187;10124375;MEMBRANA IN MEGOL PER RC;21A0272FA;TAG 147;SE018;10/02/2021 17:51
480188;3062;DOPPIO TAPPO PER COBB GIREVOLE;21A0273FA;TAG 41;SE003;10/02/2021 16:58
480212;3815;RACC.15M X TUBO TRACHEALE D.8;21A0275FA;TAG 24;SE019;01/02/2021 21:21
480282;4842;VALV.DIGITVENT 14CH TY-CARE AD;21A0277FA;TAG 187;SE014;10/02/2021 16:34
480283;4843;VALV.DIGITVENT 16CH TY-CARE AD;21A0278FA;TAG 187;SE014;10/02/2021 16:17
480325;3315;RACCORDO RIDUZ.D 12 CONN.22M;21A0287FA;TAG 70;SE020;02/02/2021 21:25
480328;4203;ANELLO MASCH. TRACHEOSTOMICA;21A0288FA;TAG 52;SE020;03/02/2021 21:59
480329;4204;CONTROANELLO MASCH. TRACHEOST.;21A0289FA;TAG 52;SE020;03/02/2021 22:01
480341;3335;RACCORDO DIRITTO 22F/ TUBO P;21A0291FA;TAG 251;SE009;10/02/2021 17:52
480342;4350;"RACC.DIRITTO 22M/15F,TUBO ""P""+";21A0292FA;TAG 141;SE011;02/02/2021 21:24
480343;4468;TAPPOXCHIUSURA SONDINO TY-CARE;21A0293FA;TAG 45;SE020;10/02/2021 16:55
480344;4800;COPERCHIO 22F/15M CON CONO;21A0294FA;TAG 153;SE024;15/02/2021 21:26
480347;4860;DIGITVENT 5/6/10CH TY-CARE PED;21A0297FA;TAG 187;SE014;15/02/2021 21:35
480348;PT00015666;COPERCHIO SUPERIORE DIGITVENT 7CH PP;21A0298FA;TAG 186;SE028;10/02/2021 16:37
480349;PT00015667;TAPPO INFERIORE DIGITVENT PED/NEO PP;21A0299FA;TAG 186;SE028;10/02/2021 16:38
480350;PT00015822;TAPPO INFERIORE DIGITVENT 5CH PP;21A0300FA;TAG 186;SE028;10/02/2021 16:34
480351;PT00015824;COPERCHIO SUPERIORE DIGITVENT 5CH PP;21A0301FA;TAG 186;SE028;11/02/2021 21:49
480352;PT00015830;COPERCHIO SUPERIORE DIGITVENT 6CH PP;21A0302FA;TAG 186;SE028;04/02/2021 21:28
480353;PT00015831;TAPPO INFERIORE DIGITVENT 6CH PP;21A0303FA;TAG 186;SE028;04/02/2021 21:28
480354;4462;COPERCHIO VALVOLA PER TY-CARE;21A0304FA;TAG 163;SE028;15/02/2021 21:32
480361;PT00015828;TAPPO INFERIORE DIGITVENT PP;21A0306FA;TAG 186;SE028;22/02/2021 21:18
480364;PT00015829;COPERCHIO SUPERIORE DIGITVENT PP;21A0307FA;TAG 186;SE028;22/02/2021 21:18
480376;3896;RACCORDO 22M ATTACCO FARFALLA;21A0308FA;TAG 15;SE018;02/02/2021 21:15
480390;3294;RACC.3 VIE REBBI PARALL.22M/;21A0310FA;TAG 176-B;SE011;10/02/2021 17:56
480391;3277;RACC.3 VIE REBBI PARALLELI;21A0311FA;TAG 176-B;SE011;10/02/2021 16:59
480393;3292;RAC.3 VIE REBBI PARALL. T. EXT;21A0312FA;TAG 176-B;SE011;15/02/2021 21:28
480420;10141370;RACC FLEX 15F X CONN.D.5,0-8;21A0313FA;TAG 10;SE002;10/02/2021 16:38
480421;10138831;RACCORDO 15FLEX D.8,0-11.0;21A0314FA;TAG 10;SE002;10/02/2021 16:31
480422;4547;CORPO MASCH.ANEST.PEDIATRIC;21A0315FA;TAG 75;SE008;10/02/2021 16:39
480426;4546;CORPO MASCH.ANEST.SMALL ADULT;21A0316FA;TAG 75;SE008;04/02/2021 21:33
480436;4545;CORPO MASCHERA ANEST.MEDIUM AD;21A0317FA;TAG 75;SE008;17/02/2021 21:34
480461;3032;EIETTORE PER NEBULIZZATORE;21A0319FA;TAG 215;SE002;02/02/2021 21:28
480463;3065;TAPPO PER COBB FISSO;21A0320FA;TAG 45;SE020;10/02/2021 16:40
480522;3799;INSERT GUEDEL CANNULA SIZE 9 CM;21A0322FA;TAG 63;SE002;10/02/2021 16:18
480523;3374;COPERCHIO HYGROBOY 22F/15M;21A0323FA;TAG 85;SE005;17/02/2021 21:38
480562;3379;FONDO FILTRO HYGROBAC 'S';21A0325FA;TAG 233-D;SE601;18/02/2021 22:06
480563;3210;CONN TIPO T 22M/15F 22F 22M;21A0326FA;TAG 3;SE604;10/02/2021 16:31
480565;3207/B;RACC. T 22M 22M 22M/15F B;21A0328FA;TAG 228;SE604;10/02/2021 16:19
480566;3218;RACCORDO L 22M/15F 22M;21A0329FA;TAG 228;SE604;10/02/2021 16:17
480567;3042;RACCORDO UNIVERS. X TUBO D.6.2;21A0330FA;TAG 68;SE003;17/02/2021 21:35
480568;3043;RACCORDO UNIV. PER TUBO D. 4.2;21A0331FA;TAG 68;SE003;18/02/2021 22:08
480569;4892;RACC.3 VIE REBBI PARALLELI;21A0332FA;TAG 27;SE003;17/02/2021 00:17
480653;4456;ADATTATORE MDI PER TY-CARE.48;21B0002FA;TAG 167;SE002;22/02/2021 21:31
480654;4480;"RACC. ""T"" 22F,22M/15F,22M";21B0003FA;TAG 66;SE013;17/02/2021 00:08
480655;PT00015827;BOCCOLA SACCA SONDINO TY-CARE PP;21B0004FA;TAG 199;SE016;17/02/2021 00:09
480656;3359;CONNETTORE CONO LUER X FILTRI;21B0005FA;TAG 46;SE020;17/02/2021 00:11
480658;3393;ANIMA PORTA BOBINA HYGROSTER;21B0007FA;TAG 65;SE020;25/02/2021 21:20
480659;3032;EIETTORE PER NEBULIZZATORE;21B0009FA;TAG 215;SE028;03/03/2021 21:28
480660;3264;RACC. ANG.X UMIDIF. F&P MR850;21B0010FA;TAG 35;SE016;15/02/2021 21:52
480661;4126;CORPO FILTRO SPIROM. 33M/30F;21B0011FA;TAG 83;SE007;22/02/2021 21:29
480663;10139857;COPERCHIO BBAC PP 22M/15F;21B0012FA;TAG 31;SE025;15/02/2021 21:29
480692;3808;RACC.15M X TUBO TRACHEALE;21B0014FA;TAG 24;SE019;10/02/2021 16:47
480693;10141364;RACCORDO FLEX PER TUBO NEO 15F;21B0015FA;TAG 10;SE002;10/02/2021 16:30
480771;3332;RACCORDO DIRITTO 15M/TUBO P;21B0017FA;TAG 21;SE012;10/02/2021 18:08
480772;4438;TAPPO PER CORPO DIGITVENT;21B0018FA;TAG 126;SE002;25/02/2021 21:22
480774;10005251;RACC. 'L' 15M - 15F/22M;21B0019FA;TAG 252;SE013;23/02/2021 21:09
480775;3046;RACC FLEX DEHP FREE TUBO A 22F;21B0020FA;TAG 253;SE024;24/02/2021 21:16
480777;3069;RACC. GIREV. 15F/22M PER COBB;21B0021FA;TAG 210-B;SE012;17/02/2021 00:25
480778;3070;RACCORDO GIREVOLE PER TUBO P;21B0022FA;TAG 210-B;SE012;23/02/2021 21:17
480783;10100775;RACC. DIRITTO 22M/15F BIANCO;21B0028FA;TAG 94;SE017;17/02/2021 21:30
480784;3331;RACC. DIRITTO 22M/15F TUBO P.;21B0029FA;TAG 94;SE017;17/02/2021 00:23
480785;10005250;RACC.DIRITTO 22M/19F,22M/VALV.;21B0030FA;TAG 94;SE017;17/02/2021 00:16
480786;3327;TAPPO 22F;21B0031FA;TAG 94;SE017;22/02/2021 21:58
480787;3336;RACC. DIRITTO 22F,TUBO 'A'/15F;21B0032FA;TAG 94;SE017;25/02/2021 21:21
480788;3000;MASCHERA PER ADULTI;21B0033FA;TAG 2;SE008;01/03/2021 22:19
480789;3419;BOCCOLA RIDUZ.30 M X CONNETT.;21B0034FA;TAG 109;SE019;15/02/2021 21:37
480790;4201;RACC. A 'L'22M X MASCHERA;21B0035FA;TAG 51;SE016;15/02/2021 21:38
480791;4202;ANELLO SERRAGGIO MASCHERA;21B0036FA;TAG 53;SE019;11/02/2021 21:47
480792;PT00078083;COPERC.+PORTA O2 TRACHEO.III;21B0037FA;TAG 231;SE603;10/02/2021 17:41
480793;10119241;COPERCHIO LATERALE TRACHEO.III;21B0041FA;TAG 231;SE603;15/02/2021 21:46
480794;3347;RAC. 22F X TUBO CORRUGATO;21B0045FA;TAG 211-B;SE018;17/02/2021 00:11
480795;3062;DOPPIO TAPPO PER COBB GIREVOLE;21B0046FA;TAG 41;SE003;02/03/2021 21:13
480797;3068;CORPO COBB GIREVOLE;21B0048FA;TAG 229;SE601;01/03/2021 22:28
480798;3335;RACCORDO DIRITTO 22F/ TUBO P;21B0049FA;TAG 251;SE009;15/02/2021 21:54
480799;3333;RACCORDO DIRITTO 15F / TUBO P;21B0050FA;TAG 251;SE009;17/02/2021 21:43
480812;PT00108829;GUEDEL CANNULA SIZE 3 CM;21B0090FA;TAG 64;SE011;17/02/2021 21:27
480813;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;21B0091FA;TAG 63;SE002;15/02/2021 21:53
480859;3369;FONDO FILTRO STERIVENT MINI;21B0092FA;TAG 133;SE006;01/03/2021 22:08
480860;10084085;FONDO FILTRO HYGROBAC'S PP;21B0093FA;TAG 209;SE602;08/03/2021 19:15
480861;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21B0094FA;TAG 234;SE607;22/02/2021 22:00
480862;3850;CORPO TRACHEOLIFE 2;21B0095FA;TAG 219;SE608;17/02/2021 08:35
480921;3373;FONDO HYGROBABY CON 15F;21B0100FA;TAG 84;SE005;10/02/2021 18:15
481003;3375;FONDO HYGROBOY CON 22M/15F;21B0104FA;TAG 84;SE005;23/02/2021 21:15
481004;10139855;COPERCHIO HBAC PP 22M/15F;21B0105FA;TAG 31;SE025;18/02/2021 21:59
481006;3069;RACC. GIREV. 15F/22M PER COBB;21B0110FA;TAG 210-B;SE012;04/03/2021 21:23
481030;4897;VALV.DIGITVENT 10CH TY-CARE AD;21B0113FA;TAG 187;SE014;15/02/2021 21:45
481051;3395;COPERCHIO FILTRO STERIVENT,;21B0116FA;TAG 37;SE026;10/03/2021 21:42
481052;3396;COPERCHIO HYGRO/STER/STER S;21B0117FA;TAG 37;SE025;29/03/2021 22:44
481074;3850;CORPO TRACHEOLIFE 2;21B0120FA;TAG 219;SE608;24/02/2021 22:41
481121;PT00108830;GUEDEL CANNULA SIZE 4 CM;21B0121FA;TAG 64;SE011;17/02/2021 21:25
481122;PT00108832;GUEDEL CANNULA SIZE 6 CM;21B0122FA;TAG 64;SE011;18/02/2021 22:13
481123;PT00108833;GUEDEL CANNULA SIZE 7 CM;21B0123FA;TAG 64;SE011;22/02/2021 21:19
481153;4838;RACC.22M/15F-22M X URM CAR.LAT;21B0128FA;TAG 175;SE025;16/03/2021 21:16
481178;4842;VALV.DIGITVENT 14CH TY-CARE AD;21B0129FA;TAG 187;SE014;23/02/2021 21:07
481179;4843;VALV.DIGITVENT 16CH TY-CARE AD;21B0130FA;TAG 187;SE014;17/02/2021 21:33
481180;3388;FONDO FILTRO STERIVENT 'S';21B0131FA;TAG 38;SE023;15/02/2021 21:30
481200;10119239;CORPO CENTRALE TRACHEOLIFE III;21B0132FA;TAG 230;SE015;23/02/2021 21:12
481201;3067;TAPPO CHIUSURA CATET.ESTENSIB.;21B0133FA;TAG 89;SE603;25/02/2021 21:19
481273;3030;CORPO NEBULIZZATORE AD UOVO;21B0135FA;TAG 214;SE011;02/03/2021 21:15
481274;3367;COPERCHIO NUOVO FILTRO PED.;21B0136FA;TAG 128;SE026;03/03/2021 21:29
481275;PT00015828;TAPPO INFERIORE DIGITVENT PP;21B0137FA;TAG 186;SE028;01/03/2021 22:25
481276;PT00015829;COPERCHIO SUPERIORE DIGITVENT PP;21B0138FA;TAG 186;SE028;01/03/2021 22:25
481277;3391;C. HYGROSTER,STERIVENT 22F/15M;21B0139FA;TAG 130;SE027;01/03/2021 22:28
481278;3347;RAC. 22F X TUBO CORRUGATO;21B0140FA;TAG 211-B;SE018;23/02/2021 21:20
481279;3009;VASCHETTA NEBULIZZATORE;21B0141FA;TAG 56;SE016;04/03/2021 21:26
481280;3419;BOCCOLA RIDUZ.30 M X CONNETT.;21B0149FA;TAG 109;SE019;17/02/2021 21:42
481281;3010;EIETTORE NEBULIZZATORE;21B0150FA;TAG 59;SE019;17/02/2021 21:24
481284;3079;PORTAVALVOLA PER U.R.M.;21B0151FA;TAG 57;SE020;08/03/2021 21:52
481348;4117;RACCORDO DIRITTO SPIROMETRIA;21B0158FA;TAG 70;SE019;18/02/2021 22:08
481349;4118;RACCORDO DIRITTO SPIROMETRIA;21B0159FA;TAG 70;SE019;18/02/2021 22:07
481350;4116;RACCORDO DIRITTO SPIROMETRIA;21B0160FA;TAG 70;SE019;18/02/2021 22:06
481352;4124;RACCORDO DIRITTO SPIROMETRIA;21B0162FA;TAG 70;SE019;18/02/2021 22:02
481353;4111;RACCORDO DIRITTO SPIROMETRIA;21B0163FA;TAG 70;SE019;18/02/2021 22:02
481354;4103;RACCORDO DIRITTO X SPIROMETRIA;21B0164FA;TAG 70;SE019;18/02/2021 22:09
481355;4112;RACCORDO DIRITTO SPIROMETRIA;21B0165FA;TAG 70;SE019;18/02/2021 22:01
481356;4123;RACCORDO DIRITTO SPIROMETRIA;21B0166FA;TAG 70;SE019;18/02/2021 22:01
481357;3333;RACCORDO DIRITTO 15F / TUBO P;21B0167FA;TAG 251;SE009;22/02/2021 21:35
481358;10004105;FONDO BARRIERBAC'S 22M/15F PP;21B0168FA;TAG 121;SE605;04/03/2021 21:27
481359;PT00015826;BOCCOLA BLOCC. SACCA X TY-CARE PP;21B0169FA;TAG 196;SE016;18/02/2021 22:00
481366;3031;COP. NEBULIZZATORE AD UOVO 22F;21B0171FA;TAG 213;SE007;01/03/2021 22:29
481367;4301;APL GEOM.VALVE 15M SENZA SCAR.;21B0172FA;TAG 91;SE019;25/02/2021 21:14
481368;4302;APL GEOMETRIC VALVE CON SCAR.;21B0173FA;TAG 91;SE019;01/03/2021 22:07
481391;3062;DOPPIO TAPPO PER COBB GIREVOLE;21B0174FA;TAG 41;SE003;16/03/2021 21:28
481394;3369;FONDO FILTRO STERIVENT MINI;21B0178FA;TAG 133;SE006;08/03/2021 21:31
481422;3285;RACCORDO TIPO Y PER TUBO P;21B0180FA;TAG 9;SE604;22/02/2021 21:55
481425;3291;RAC.Y 22M/15F,TUBO P.CON PRESE;21B0182FA;TAG 9;SE604;24/02/2021 21:15
481431;3373;FONDO HYGROBABY CON 15F;21B0185FA;TAG 84;SE005;01/03/2021 22:24
481432;3371;COPERCHIO HYGROBABY 15M FORO;21B0186FA;TAG 85;SE005;04/03/2021 21:24
481433;3374;COPERCHIO HYGROBOY 22F/15M;21B0187FA;TAG 85;SE005;12/03/2021 14:21
481434;3375;FONDO HYGROBOY CON 22M/15F;21B0189FA;TAG 84;SE005;18/03/2021 22:04
481435;10004105;FONDO BARRIERBAC'S 22M/15F PP;21B0190FA;TAG 60;SE007;08/03/2021 21:44
481438;10004105;FONDO BARRIERBAC'S 22M/15F PP;21B0194FA;TAG 121;SE605;12/03/2021 14:22
481439;10084085;FONDO FILTRO HYGROBAC'S PP;21B0195FA;TAG 209;SE602;10/03/2021 07:38
481440;10084085;FONDO FILTRO HYGROBAC'S PP;21B0196FA;TAG 117;SE007;22/03/2021 21:45
481441;10084085;FONDO FILTRO HYGROBAC'S PP;21B0197FA;TAG 209;SE602;18/03/2021 11:45
481442;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21B0198FA;TAG 218;ST312;08/03/2021 18:01
481443;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21B0199FA;TAG 234;SE607;24/02/2021 21:14
481444;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21B0200FA;TAG 234;SE607;08/03/2021 21:50
481445;3850;CORPO TRACHEOLIFE 2;21B0201FA;TAG 219;SE608;02/03/2021 16:38
481446;3850;CORPO TRACHEOLIFE 2;21B0202FA;TAG 219;SE608;11/03/2021 05:16
481447;3389;FONDO FILTRO STERIVENT 22M/15F;21B0203FA;TAG 38;SE023;03/03/2021 21:32
481448;3394;FONDO FILTRO STERIVENT;21B0204FA;TAG 38;SE023;08/03/2021 21:35
481449;PT00108831;GUEDEL CANNULA SIZE 5 CM;21B0205FA;TAG 64;SE011;17/02/2021 21:26
481450;3388;FONDO FILTRO STERIVENT 'S';21B0206FA;TAG 38;SE023;18/03/2021 22:05
481451;3390;FONDO FILTRO HYGROSTER 22M/15F;21B0207FA;TAG 38;SE023;10/03/2021 21:44
481453;3391;C. HYGROSTER,STERIVENT 22F/15M;21B0209FA;TAG 130;SE027;08/03/2021 21:51
481454;3391;C. HYGROSTER,STERIVENT 22F/15M;21B0210FA;TAG 130;SE027;11/03/2021 21:18
481455;3391;C. HYGROSTER,STERIVENT 22F/15M;21B0211FA;TAG 130;SE027;22/03/2021 21:49
481526;4879;RACC.22M/15F TY-CARE TRACHEST.;21B0212FA;TAG 173;SE016;01/03/2021 22:20
481527;3356;VASCHETTA RACCOGLICOND. PED.;21B0213FA;TAG 19;SE011;08/03/2021 21:32
481528;3357;VASCHETTA RACCOGLICOND. AD.;21B0214FA;TAG 19;SE011;03/03/2021 21:31
481530;3070;RACCORDO GIREVOLE PER TUBO P;21B0217FA;TAG 210-B;SE012;11/03/2021 21:22
481531;4842;VALV.DIGITVENT 14CH TY-CARE AD;21B0218FA;TAG 187;SE014;01/03/2021 22:12
481532;3398;ANELLO RACCOGLITUBI ADULTO;21B0220FA;TAG 119;SE019;22/02/2021 21:28
481533;3399;ANCORA SOSTEGNO X CIRC. ADULTI;21B0221FA;TAG 23;SE020;01/03/2021 22:19
481534;4304;PORTA MAGNETE APL GEOMETRIC;21B0222FA;TAG 87;SE019;23/02/2021 21:10
481535;4360;RACCORDO TUBO 'P' CON SEDE;21B0223FA;TAG 158;SE019;29/03/2021 23:06
481538;3381;COPERCHIO BARRIER/HYGROBAC S;21B0225FA;TAG 122;SE015;04/03/2021 21:24
481543;10005252;RACC.'L' 15M-15F/22M CON LUER;21B0239FA;TAG 252;SE013;02/03/2021 21:16
481544;3248;RACC. CATETERE 15F/22M-TUBO P;21B0240FA;TAG 252;SE013;08/03/2021 21:37
481550;4498;RACCORDO VENTURI 22F (15L-60%);21B0245FA;TAG 48;SE024;25/02/2021 21:14
481551;4497;RACCORDO VENTURI 22F (12L-50%);21B0250FA;TAG 48;SE024;02/03/2021 21:18
481552;10139856;FONDO HBAC/BBAC PP 22F/15M;21B0251FA;TAG 178;SE017;08/03/2021 21:42
481554;10139858;FONDO BBAC PP 22F;21B0253FA;TAG 178;SE017;17/03/2021 21:28
481559;3263;RACCORDO 15M X VALV.GIREVOLE;21B0256FA;TAG 252;SE013;08/03/2021 21:44
481561;3305;RACC. DIRITTO 15M T.NEONATALE;21B0257FA;TAG 21;SE012;23/02/2021 21:10
481562;3332;RACCORDO DIRITTO 15M/TUBO P;21B0258FA;TAG 21;SE012;01/03/2021 22:23
481574;4493;RACCORDO VENTURI 22F (4L-28%);21B0259FA;TAG 48;SE024;03/03/2021 21:30
481575;4495;RACCORDO VENTURI 22F (8L-35%);21B0260FA;TAG 48;SE024;08/03/2021 21:34
481576;4494;RACCORDO VENTURI 22F (6L-31%);21B0261FA;TAG 48;SE024;08/03/2021 21:33
481577;4496;RACCORDO VENTURI 22F (10L-40%);21B0263FA;TAG 48;SE024;09/03/2021 21:16
481578;4492;RACCORDO VENTURI 22F (2L-24%);21B0264FA;TAG 48;SE024;08/03/2021 21:47
481579;10139855;COPERCHIO HBAC PP 22M/15F;21B0265FA;TAG 31;SE025;24/02/2021 21:15
481580;10139857;COPERCHIO BBAC PP 22M/15F;21B0266FA;TAG 31;SE025;10/03/2021 21:45
481581;4352;RACC.A REBBI PARALLELI 22M,22M;21B0267FA;TAG 136;SE009;22/02/2021 22:03
481582;4353;RAC. DISASSATO PER CIRCUITO;21B0268FA;TAG 125;SE009;25/02/2021 21:17
481583;4359;RACCORDO DIRITTO 22M/15F TUBO;21B0269FA;TAG 141;SE009;01/03/2021 22:21
481584;4491;ADATTAT.22M UMIDIF. X VENTURI;21B0270FA;TAG 49;SE009;01/03/2021 22:10
481591;3350;OCCLUSORE PER RACCOGLICOND.;21B0271FA;TAG 18;SE603;01/03/2021 22:06
481592;10141370;RACC FLEX 15F X CONN.D.5,0-8;21B0272FA;TAG 10;SE002;01/03/2021 22:06
481593;10138831;RACCORDO 15FLEX D.8,0-11.0;21B0273FA;TAG 10;SE002;08/03/2021 21:32
481594;10141371;RACC 90 FLEX 22F-22F BENNET;21B0274FA;TAG 4;SE002;11/03/2021 21:32
481596;10141367;RACCORDO FLEX TUBO PED 15F;21B0276FA;TAG 10;SE002;03/03/2021 21:29
481597;3273;RACCORDO X COD.4832 + SEDE URM;21B0277FA;TAG 202-B;SE003;04/03/2021 21:27
481598;3384;FONDO FILTRO PROTEZ. MANOMETRI;21B0280FA;TAG 25;SE003;09/03/2021 21:22
481599;3385;COPERCHIO FILTRO PR.MANOMETRI;21B0281FA;TAG 25;SE003;09/03/2021 21:23
481600;PT00108834;GUEDEL CANNULA SIZE 8 CM;21B0282FA;TAG 143;SE010;02/03/2021 21:30
481605;PT00108836;GUEDEL CANNULA SIZE 10 CM;21B0283FA;TAG 143;SE010;10/03/2021 21:45
481613;3353;COPERCHIO RACCOGLICOND.TUBO A;21B0285FA;TAG 17;SE018;01/03/2021 22:28
481672;3015;RACCORDO MASCHERA 22M;21B0288FA;TAG 208;SE018;01/03/2021 22:08
481676;3815;RACC.15M X TUBO TRACHEALE D.8;21B0291FA;TAG 24;SE019;09/03/2021 21:15
481677;3807;RACC, X TUBO ENDOTR. D. 4,0;21B0292FA;TAG 24;SE019;09/03/2021 21:12
481679;4152;NERVATURA X STELO VALV. TENUTA;21B0294FA;TAG 220;SE018;02/03/2021 21:10
481680;4153;RACC. APRI VALVOLA X COPERCHIO;21B0295FA;TAG 220;SE018;04/03/2021 21:27
481684;4154;TAPPO PER CONNETTORI 22M;21B0296FA;TAG 112;SE019;23/03/2021 21:34
481685;4205;GANCIO MASCHERA TRACHEOSTOMICA;21B0297FA;TAG 50;SE019;02/03/2021 21:17
481686;4206;FIBBIA MASCHERA TRACHEOSTOMICA;21B0298FA;TAG 50;SE019;02/03/2021 21:17
481692;4468;TAPPOXCHIUSURA SONDINO TY-CARE;21B0299FA;TAG 45;SE020;08/03/2021 21:46
481696;4936;FONDO FILTRO HYGROLIFE II;21B0302FA;TAG 179;SE017;22/03/2021 21:47
481698;3393;ANIMA PORTA BOBINA HYGROSTER;21B0304FA;TAG 65;SE020;16/03/2021 21:13
481699;4810;COPERCHIO FILTRO HYGROLIFE II;21B0305FA;TAG 177;SE017;29/03/2021 22:33
481700;PT00108835;GUEDEL CANNULA SIZE 9 CM;21B0306FA;TAG 143;SE010;24/03/2021 22:40
481724;3210;CONN TIPO T 22M/15F 22F 22M;21B0307FA;TAG 228;SE604;01/03/2021 22:22
481725;3187;RAC DIRITTO 22M 22F A;21B0308FA;TAG 228;SE604;10/03/2021 21:37
481728;3188;RACC.DIRITTO 22M 22M/15F;21B0309FA;TAG 228;SE604;10/03/2021 21:32
481733;3194;RACCORDO T 22M 22M 22M OSSIG.T;21B0311FA;TAG 228;SE604;02/03/2021 21:17
481734;3201;RACCORDO T 22M 22F 22F A;21B0312FA;TAG 228;SE604;01/03/2021 22:13
481736;3206;CONN TIPO T 22M 22M 22M/15F;21B0313FA;TAG 228;SE604;08/03/2021 21:31
481738;3218;RACCORDO L 22M/15F 22M;21B0314FA;TAG 228;SE604;09/03/2021 21:11
481740;3257;RACC.22F/22M P.TEMP.D.7,8KENDA;21B0315FA;TAG 66;SE009;24/02/2021 21:21
481741;3258;RACC.22F/22M P.TEMP.D.7.5 F&P;21B0316FA;TAG 66;SE009;24/02/2021 21:13
